Item name,Price,Quantity,Category,Image 1,Item id
Kahlua Coffee Liqueur 700g,16.99,46,Liqueurs,https://images.sumup.com/img_74621E65CB55670C992D15A2FB,550e8400-e29b-41d4-a716-446655400510
Irn-Bru Original 330g,0.99,8,Soft Drinks • Water • Shakes,https://images.sumup.com/img_4C02A1EF85F010334BCF5E86ED,550e8400-e29b-41d4-a716-446655400511
MDH Garam Masala 100g,2.89,12,Spices • Seasonings,https://images.sumup.com/img_8A66545627AA84B0753ED3E981,550e8400-e29b-41d4-a716-446655400512
Bikaji Aloo Bhujia 400g,3.99,50,Indian Snacks,https://images.sumup.com/img_26CF4F029C13DF2F2032F2DD79,550e8400-e29b-41d4-a716-446655400513
Red Bull Sugar Free 355g,2.29,10,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400514
Doritos Cool Original 180g,2.49,17,Crisps • Snacks,https://images.sumup.com/img_97C7BCD410BEC1CF4745B53CB9,550e8400-e29b-41d4-a716-446655400515
Kettle Chips Mature Cheddar 150g,2.19,31,Crisps • Snacks,https://images.sumup.com/img_E1CC3C3F5728AF2D3BC4C6A077,550e8400-e29b-41d4-a716-446655400516
Monster Energy Ultra 500g,1.89,6,Energy Drinks,https://images.sumup.com/img_582BDE5B67C5FAB2BC77984FAF,550e8400-e29b-41d4-a716-446655400517
Red Bull Energy Drink 473g,2.99,45,Energy Drinks,https://images.sumup.com/img_0454C4D8E69D0BC90871FF2A35,550e8400-e29b-41d4-a716-446655400518
Sharwood's Curry Paste 227g,2.49,10,Cooking Ingredients,https://images.sumup.com/img_41446D070469A96D713FBA1CB1,550e8400-e29b-41d4-a716-446655400519
Smirnoff Vodka 700g,18.99,7,Spirits,https://images.sumup.com/img_62B45597B9E9FFD63D6D36E17C,550e8400-e29b-41d4-a716-446655400520
Plenty Kitchen Roll 2g,3.29,3,Household,https://images.sumup.com/img_B3BE849BCD1883D6AD2358DD27,550e8400-e29b-41d4-a716-446655400521
Anchor Butter 500g,6.49,47,Butter • Spreads,https://images.sumup.com/img_33DA648B43EB6AC311120E5DCA,550e8400-e29b-41d4-a716-446655400522
M&M's Chocolate 45g,0.99,31,Chocolate • Sweets • Treats,https://images.sumup.com/img_5A113136B0A94661FE67EA6C04,550e8400-e29b-41d4-a716-446655400523
Flora Original 500g,2.99,7,Butter • Spreads,https://images.sumup.com/img_59E31ED884DEF7C39490789353,550e8400-e29b-41d4-a716-446655400524
Kinder Bueno 86g,1.79,36,Chocolate • Sweets • Treats,https://images.sumup.com/img_25CA536F2CE7FBE14B2651E5CE,550e8400-e29b-41d4-a716-446655400525
Muller Rice Original 190g,0.85,18,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400526
Natco Coconut Milk 400g,1.39,50,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400527
Pringles Original 165g,2.29,5,Crisps • Snacks,https://images.sumup.com/img_CFD86ABD22E85B7AC54B17F85C,550e8400-e29b-41d4-a716-446655400528
Pepsi Max 330g,0.99,4,Soft Drinks • Water • Shakes,https://images.sumup.com/img_F927025BF121F05D9F34C516ED,550e8400-e29b-41d4-a716-446655400529
Haldiram's Aloo Bhujia 200g,2.79,27,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400530
Yellowtail Chardonnay 750g,8.99,47,Wines,https://images.sumup.com/img_64965A27991BFB6BE21ABA371F,550e8400-e29b-41d4-a716-446655400531
Malibu Caribbean Rum 700g,15.99,21,Liqueurs,https://images.sumup.com/img_6B7694FFCE42A6CDF71C207CB0,550e8400-e29b-41d4-a716-446655400532
Hartley's Best Raspberry Jam 340g,1.99,18,Spreads • Jams,https://images.sumup.com/img_D894587A2C173DDACCD3072C1B,550e8400-e29b-41d4-a716-446655400533
Captain Morgan Spiced Gold Rum 350g,11.99,47,Spirits,https://images.sumup.com/img_FDF42E1214194FAAB2CFDEA9A2,550e8400-e29b-41d4-a716-446655400534
Gordon's London Dry Gin 700g,16.99,5,Spirits,https://images.sumup.com/img_B180E22086BFDED24447FB292A,550e8400-e29b-41d4-a716-446655400535
Warburtons Crumpets 8g,1.29,38,Bakery • Bread,https://images.sumup.com/img_EA8981F85FECBCC086587EDE2F,550e8400-e29b-41d4-a716-446655400536
Hellmann's Real Mayonnaise 600g,4.49,45,Condiments • Sauces,https://images.sumup.com/img_D90E5F3E03555F15DD39C22149,550e8400-e29b-41d4-a716-446655400537
Plenty Kitchen Roll 2g,3.29,42,Household,https://images.sumup.com/img_B3BE849BCD1883D6AD2358DD27,550e8400-e29b-41d4-a716-446655400538
Heinz Tomato Ketchup 910g,3.99,1,Condiments • Sauces,https://images.sumup.com/img_781F2DBA84E7D35E8FD4A64162,550e8400-e29b-41d4-a716-446655400539
Doritos Tangy Cheese 180g,2.49,45,Crisps • Snacks,https://images.sumup.com/img_5963EBD6242D07C55716FBB8CF,550e8400-e29b-41d4-a716-446655400540
Cif Cream Cleaner 500ml,1.99,8,Household,https://images.sumup.com/img_A8D9BB8B32AA4814619951FBE9,550e8400-e29b-41d4-a716-446655400541
Nestle Cheerios 600g,4.49,40,Breakfast Cereals,https://images.sumup.com/img_607482BCEFA2F2C8DE56FBA530,550e8400-e29b-41d4-a716-446655400542
Kellogg's Frosties 750g,4.99,17,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400543
French's American Mustard 226g,1.79,34,Condiments • Sauces,https://images.sumup.com/img_C9F184CB9E55A1B55CFEEBF27E,550e8400-e29b-41d4-a716-446655400544
Flora Original 500g,2.99,31,Butter • Spreads,https://images.sumup.com/img_59E31ED884DEF7C39490789353,550e8400-e29b-41d4-a716-446655400545
Heinz Mayonnaise 400g,2.79,49,Condiments • Sauces,https://images.sumup.com/img_8A3B1217782659840F5D127A14,550e8400-e29b-41d4-a716-446655400546
Kit Kat 4 Finger 112g,1.99,17,Chocolate • Sweets • Treats,https://images.sumup.com/img_4CA3909DB966231B8AEEE8B1C4,550e8400-e29b-41d4-a716-446655400547
Laila Basmati Rice 5kg,12.99,40,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400548
Anchor Butter 500g,6.49,18,Butter • Spreads,https://images.sumup.com/img_33DA648B43EB6AC311120E5DCA,550e8400-e29b-41d4-a716-446655400549
Hellmann's Real Mayonnaise 600g,4.49,42,Condiments • Sauces,https://images.sumup.com/img_D90E5F3E03555F15DD39C22149,550e8400-e29b-41d4-a716-446655400550
Kenco Smooth 100g,5.99,12,Coffee • Tea,https://images.sumup.com/img_CF63F33360A765C5D09249DAA2,550e8400-e29b-41d4-a716-446655400551
Marmite Original 250g,3.49,5,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400552
Absolut Vodka 700g,19.99,4,Spirits,https://images.sumup.com/img_BF535C11E8000B113A342D5DD1,550e8400-e29b-41d4-a716-446655400553
Weetabix Original 48g,3.99,20,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400554
Hartley's Best Raspberry Jam 340g,1.99,13,Spreads • Jams,https://images.sumup.com/img_D894587A2C173DDACCD3072C1B,550e8400-e29b-41d4-a716-446655400555
Kettle Chips Sea Salt 150g,2.19,40,Crisps • Snacks,https://images.sumup.com/img_369B3FBCC421E0D3B0EAF3A7DF,550e8400-e29b-41d4-a716-446655400556
Tetley Tea Bags 160g,4.79,33,Coffee • Tea,https://images.sumup.com/img_25F8AC222BAE5B6D03247DEF61,550e8400-e29b-41d4-a716-446655400557
Budweiser Lager 660g,2.79,44,Beers,https://images.sumup.com/img_BC0787B9CBB166DBF2DD1E2D98,550e8400-e29b-41d4-a716-446655400558
Uncle Ben's Basmati Rice 1000ml,4.49,1,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400559
Yorkshire Tea Bags 240g,6.99,14,Coffee • Tea,https://images.sumup.com/img_0B1EC776E778DBFF5C2EE138C6,550e8400-e29b-41d4-a716-446655400560
Cheetos Twisted 85g,1.39,21,Crisps • Snacks,https://images.sumup.com/img_A976442AA49DAF29CFDE69698C,550e8400-e29b-41d4-a716-446655400561
Haldiram's Bhujia 200g,2.79,15,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400562
Fox's Golden Crunch 200g,1.49,5,Biscuits • Cookies,https://images.sumup.com/img_9B1CBAEDFF60F8038F700BC511,550e8400-e29b-41d4-a716-446655400563
Schwartz Mixed Herbs 10g,1.49,33,Spices • Seasonings,https://images.sumup.com/img_493DA3958FEDB333A957CD3412,550e8400-e29b-41d4-a716-446655400564
Blue Dragon Soy Sauce 150g,1.99,30,Cooking Ingredients,https://images.sumup.com/img_05D641C0D16FEBB9463E56A7F3,550e8400-e29b-41d4-a716-446655400565
Philadelphia Soft Cheese 280g,3.29,27,Cheese • Dairy,https://images.sumup.com/img_5987200AA8B7B7FD7EB166F1C6,550e8400-e29b-41d4-a716-446655400566
Yorkshire Tea Bags 240g,6.99,0,Coffee • Tea,https://images.sumup.com/img_0B1EC776E778DBFF5C2EE138C6,550e8400-e29b-41d4-a716-446655400567
Yorkshire Tea Bags 240g,6.99,18,Coffee • Tea,https://images.sumup.com/img_0B1EC776E778DBFF5C2EE138C6,550e8400-e29b-41d4-a716-446655400568
Kingsmill 50/50 Bread 800g,1.29,16,Bakery • Bread,https://images.sumup.com/img_5474F2568C5160DC4BFB10E864,550e8400-e29b-41d4-a716-446655400569
Baileys Original Irish Cream 700g,15.99,0,Liqueurs,https://images.sumup.com/img_FBB9468089CBC8084941C62C8F,550e8400-e29b-41d4-a716-446655400570
Weetabix Original 24g,2.49,40,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400571
Guinness Draught 440g,2.19,13,Beers,https://images.sumup.com/img_53DE3D8517C777EA4AB2A1DF63,550e8400-e29b-41d4-a716-446655400572
Fox's Golden Crunch 200g,1.49,37,Biscuits • Cookies,https://images.sumup.com/img_9B1CBAEDFF60F8038F700BC511,550e8400-e29b-41d4-a716-446655400573
Cadbury Dairy Milk 110g,1.99,39,Chocolate • Sweets • Treats,https://images.sumup.com/img_392AA1EB4872B3B4B550E1649E,550e8400-e29b-41d4-a716-446655400574
TRS Red Lentils 1kg,3.99,18,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400575
Fanta Orange 330g,0.89,4,Soft Drinks • Water • Shakes,https://images.sumup.com/img_65C05F4EF12B1B46037D56E15C,550e8400-e29b-41d4-a716-446655400576
Malibu Caribbean Rum 700g,15.99,38,Liqueurs,https://images.sumup.com/img_6B7694FFCE42A6CDF71C207CB0,550e8400-e29b-41d4-a716-446655400577
Evian Natural Mineral Water 750g,1.19,21,Soft Drinks • Water • Shakes,https://images.sumup.com/img_B9A5DCDA7F1A8F7699197641B8,550e8400-e29b-41d4-a716-446655400578
Rockstar Energy 500g,1.69,48,Energy Drinks,https://images.sumup.com/img_76D4C2CBE3AEB8B530C03C2DE3,550e8400-e29b-41d4-a716-446655400579
Walkers Cheese & Onion 65g,1.09,40,Crisps • Snacks,https://images.sumup.com/img_C8F30A6E742F8F5421399B1E3D,550e8400-e29b-41d4-a716-446655400580
Relentless Origin 500g,1.79,1,Energy Drinks,https://images.sumup.com/img_E9B658A3EF56C7217B34B78936,550e8400-e29b-41d4-a716-446655400581
TRS Chana Dal 2kg,6.99,34,Rice • Grains,https://images.sumup.com/img_1E3ACEE3119894633C32B63FEB,550e8400-e29b-41d4-a716-446655400582
Anchor Butter 250g,3.49,10,Butter • Spreads,https://images.sumup.com/img_33DA648B43EB6AC311120E5DCA,550e8400-e29b-41d4-a716-446655400583
Perrier Sparkling Water 330g,1.19,37,Soft Drinks • Water • Shakes,https://images.sumup.com/img_DC6ED9C2AD506AC7DFAB5B512F,550e8400-e29b-41d4-a716-446655400584
Gordon's London Dry Gin 700g,16.99,9,Spirits,https://images.sumup.com/img_B180E22086BFDED24447FB292A,550e8400-e29b-41d4-a716-446655400585
Nestle Cheerios 375g,2.99,27,Breakfast Cereals,https://images.sumup.com/img_607482BCEFA2F2C8DE56FBA530,550e8400-e29b-41d4-a716-446655400586
McCoy's Salt & Malt Vinegar 85g,1.49,26,Crisps • Snacks,https://images.sumup.com/img_3AD98CEE69157A0FB1A43CC492,550e8400-e29b-41d4-a716-446655400587
Heinz Tomato Ketchup 910g,3.99,37,Condiments • Sauces,https://images.sumup.com/img_781F2DBA84E7D35E8FD4A64162,550e8400-e29b-41d4-a716-446655400588
Lucozade Energy Original 380g,1.39,7,Energy Drinks,https://images.sumup.com/img_E81F410AB2A0C5E24E3DD2F6A5,550e8400-e29b-41d4-a716-446655400589
Danone Activia Yogurt 125g,0.69,17,Cheese • Dairy,https://images.sumup.com/img_25BB17537668F2C46A66770FCC,550e8400-e29b-41d4-a716-446655400590
Nescafe Gold Blend 200g,9.99,40,Coffee • Tea,https://images.sumup.com/img_BF24D8ABC25AF70214E5CDE6CC,550e8400-e29b-41d4-a716-446655400591
Schwartz Mixed Herbs 10g,1.49,9,Spices • Seasonings,https://images.sumup.com/img_493DA3958FEDB333A957CD3412,550e8400-e29b-41d4-a716-446655400592
Snickers Bar 75g,1.29,30,Chocolate • Sweets • Treats,https://images.sumup.com/img_47045FE4E52EF94E0289EA7518,550e8400-e29b-41d4-a716-446655400593
Jameson Irish Whiskey 350g,15.99,11,Spirits,https://images.sumup.com/img_DD31B2C25B6788216F812511E4,550e8400-e29b-41d4-a716-446655400594
Jammie Dodgers 140g,1.29,41,Biscuits • Cookies,https://images.sumup.com/img_79B1634D55050DC91C67FEB979,550e8400-e29b-41d4-a716-446655400595
Desperados Tequila Beer 330g,1.99,6,Beers,https://images.sumup.com/img_E04858329025875770F1B32167,550e8400-e29b-41d4-a716-446655400596
Natco Coconut Milk 400g,1.39,20,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400597
Cadbury Dairy Milk 360g,6.99,4,Chocolate • Sweets • Treats,https://images.sumup.com/img_392AA1EB4872B3B4B550E1649E,550e8400-e29b-41d4-a716-446655400598
French's American Mustard 226g,1.79,11,Condiments • Sauces,https://images.sumup.com/img_C9F184CB9E55A1B55CFEEBF27E,550e8400-e29b-41d4-a716-446655400599
Kellogg's Special K 550g,4.99,20,Breakfast Cereals,https://images.sumup.com/img_1A0CCD87CBF4BD4D0E8293FCA2,550e8400-e29b-41d4-a716-446655400600
San Miguel Lager 660g,3.29,33,Beers,https://images.sumup.com/img_583218DA16DFBB8C9E902ACF54,550e8400-e29b-41d4-a716-446655400601
M&M's Peanut 165g,2.99,17,Chocolate • Sweets • Treats,https://images.sumup.com/img_F159C316534B3BFE38D2875A23,550e8400-e29b-41d4-a716-446655400602
Marmite Original 250g,3.49,13,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400603
Red Bull Sugar Free 250g,1.69,33,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400604
San Miguel Lager 330g,1.89,11,Beers,https://images.sumup.com/img_583218DA16DFBB8C9E902ACF54,550e8400-e29b-41d4-a716-446655400605
Haldiram's Bhujia 200g,2.79,2,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400606
TRS Red Lentils 1kg,3.99,11,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400607
Hellmann's Real Mayonnaise 600g,4.49,12,Condiments • Sauces,https://images.sumup.com/img_D90E5F3E03555F15DD39C22149,550e8400-e29b-41d4-a716-446655400608
Fairy Liquid Original 900g,3.99,49,Household,https://images.sumup.com/img_FF293CA1C97783DF625DED1878,550e8400-e29b-41d4-a716-446655400609
McVitie's Hobnobs 500g,2.49,26,Biscuits • Cookies,https://images.sumup.com/img_DB6AD1B1D00280C564593F051D,550e8400-e29b-41d4-a716-446655400610
Haldiram's Aloo Bhujia 200g,2.79,24,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400611
Hovis Wholemeal Bread 800g,1.39,6,Bakery • Bread,https://images.sumup.com/img_D34D59139B499929BC8B0A6B06,550e8400-e29b-41d4-a716-446655400612
Heinz Mayonnaise 400g,2.79,40,Condiments • Sauces,https://images.sumup.com/img_8A3B1217782659840F5D127A14,550e8400-e29b-41d4-a716-446655400613
Echo Falls White Zinfandel 750g,6.49,14,Wines,https://images.sumup.com/img_CD00AC3E6E8AEC4A5DE84A6000,550e8400-e29b-41d4-a716-446655400614
Irn-Bru Original 500g,1.29,4,Soft Drinks • Water • Shakes,https://images.sumup.com/img_4C02A1EF85F010334BCF5E86ED,550e8400-e29b-41d4-a716-446655400615
Cathedral City Mature Cheddar 200g,3.29,7,Cheese • Dairy,https://images.sumup.com/img_DBB446980A133D85CD592D1BFA,550e8400-e29b-41d4-a716-446655400616
Quality Street 650g,8.99,38,Chocolate • Sweets • Treats,https://images.sumup.com/img_54F523F684A637D882988DBD34,550e8400-e29b-41d4-a716-446655400617
Dettol Antibacterial Surface Spray 500g,3.39,22,Household,https://images.sumup.com/img_6DD32EA39290D72BE8406E2ABC,550e8400-e29b-41d4-a716-446655400618
Walkers Salt & Vinegar 150g,2.49,39,Crisps • Snacks,https://images.sumup.com/img_3371477CA6A0C16D3DF7C676C7,550e8400-e29b-41d4-a716-446655400619
McCoy's Salt & Malt Vinegar 85g,1.49,21,Crisps • Snacks,https://images.sumup.com/img_3AD98CEE69157A0FB1A43CC492,550e8400-e29b-41d4-a716-446655400620
Fanta Orange 500g,1.19,7,Soft Drinks • Water • Shakes,https://images.sumup.com/img_65C05F4EF12B1B46037D56E15C,550e8400-e29b-41d4-a716-446655400621
Flora Original 500g,2.99,14,Butter • Spreads,https://images.sumup.com/img_59E31ED884DEF7C39490789353,550e8400-e29b-41d4-a716-446655400622
Quality Street 265g,3.99,14,Chocolate • Sweets • Treats,https://images.sumup.com/img_54F523F684A637D882988DBD34,550e8400-e29b-41d4-a716-446655400623
Nescafe Gold Blend 200g,9.99,12,Coffee • Tea,https://images.sumup.com/img_BF24D8ABC25AF70214E5CDE6CC,550e8400-e29b-41d4-a716-446655400624
TRS Red Lentils 1kg,3.99,35,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400625
Schwartz Ground Cinnamon 28g,1.99,22,Spices • Seasonings,https://images.sumup.com/img_992CD3C71F823A2F4139E1C4B1,550e8400-e29b-41d4-a716-446655400626
PG Tips Tea Bags 160g,4.99,34,Coffee • Tea,https://images.sumup.com/img_A3FE915F04AE63E4E23CA46995,550e8400-e29b-41d4-a716-446655400627
Coca-Cola Original Taste 330g,0.99,35,Soft Drinks • Water • Shakes,https://images.sumup.com/img_C8AC2DF1B9B46957A169C74341,550e8400-e29b-41d4-a716-446655400628
Red Bull Sugar Free 250g,1.69,44,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400629
Weetabix Original 72g,5.49,12,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400630
Lambrini Original 750g,3.99,25,Wines,https://images.sumup.com/img_1035B2AF82C969A78B6563E9F8,550e8400-e29b-41d4-a716-446655400631
Warburtons Toastie Bread 800g,1.39,43,Bakery • Bread,https://images.sumup.com/img_02C50F49E0447536FE37AFC4FA,550e8400-e29b-41d4-a716-446655400632
Bonne Maman Strawberry Jam 370g,2.49,47,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400633
Baileys Strawberries & Cream 700g,15.99,27,Liqueurs,https://images.sumup.com/img_F1FEC854FDB1F78FEDF78DB73F,550e8400-e29b-41d4-a716-446655400634
Blue Dragon Soy Sauce 150g,1.99,3,Cooking Ingredients,https://images.sumup.com/img_05D641C0D16FEBB9463E56A7F3,550e8400-e29b-41d4-a716-446655400635
Anchor Butter 500g,6.49,27,Butter • Spreads,https://images.sumup.com/img_33DA648B43EB6AC311120E5DCA,550e8400-e29b-41d4-a716-446655400636
PG Tips Tea Bags 240g,6.99,31,Coffee • Tea,https://images.sumup.com/img_A3FE915F04AE63E4E23CA46995,550e8400-e29b-41d4-a716-446655400637
Red Bull Energy Drink 355g,2.29,41,Energy Drinks,https://images.sumup.com/img_0454C4D8E69D0BC90871FF2A35,550e8400-e29b-41d4-a716-446655400638
Yellowtail Chardonnay 750g,8.99,28,Wines,https://images.sumup.com/img_64965A27991BFB6BE21ABA371F,550e8400-e29b-41d4-a716-446655400639
Flash All Purpose Cleaner 500ml,2.99,0,Household,https://images.sumup.com/img_FF49F6F1E30713B5FA659A04A8,550e8400-e29b-41d4-a716-446655400640
Jagermeister 350g,12.99,30,Liqueurs,https://images.sumup.com/img_1D07836EBC513904D6A17DC6C7,550e8400-e29b-41d4-a716-446655400641
McCoy's Salt & Malt Vinegar 85g,1.49,34,Crisps • Snacks,https://images.sumup.com/img_3AD98CEE69157A0FB1A43CC492,550e8400-e29b-41d4-a716-446655400642
Nestle Coffee Mate 400g,3.99,19,Coffee • Tea,https://images.sumup.com/img_6BA2A4398F847E4980A6B21DA7,550e8400-e29b-41d4-a716-446655400643
Hardy's VR Shiraz 750g,6.99,28,Wines,https://images.sumup.com/img_76124B14677A959A75B296F4B8,550e8400-e29b-41d4-a716-446655400644
Hellmann's Real Mayonnaise 600g,4.49,16,Condiments • Sauces,https://images.sumup.com/img_D90E5F3E03555F15DD39C22149,550e8400-e29b-41d4-a716-446655400645
Schwartz Ground Cinnamon 28g,1.99,19,Spices • Seasonings,https://images.sumup.com/img_992CD3C71F823A2F4139E1C4B1,550e8400-e29b-41d4-a716-446655400646
Nutella Hazelnut Spread 400g,3.99,11,Spreads • Jams,https://images.sumup.com/img_ECCEC4894B2E6656C20EF046B1,550e8400-e29b-41d4-a716-446655400647
Uncle Ben's Basmati Rice 1000ml,4.49,42,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400648
Lurpak Butter 250g,3.79,12,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400649
Kellogg's Special K 500g,3.99,36,Breakfast Cereals,https://images.sumup.com/img_1A0CCD87CBF4BD4D0E8293FCA2,550e8400-e29b-41d4-a716-446655400650
Dr Pepper 500g,1.39,49,Soft Drinks • Water • Shakes,https://images.sumup.com/img_5A2BE0DB2A48E3A257C8CC5862,550e8400-e29b-41d4-a716-446655400651
Anchor Butter 250g,3.49,28,Butter • Spreads,https://images.sumup.com/img_33DA648B43EB6AC311120E5DCA,550e8400-e29b-41d4-a716-446655400652
Stella Artois Lager 660g,2.99,6,Beers,https://images.sumup.com/img_421021917A91DB3C8ACF0BAD89,550e8400-e29b-41d4-a716-446655400653
Kellogg's Coco Pops 480g,3.49,45,Breakfast Cereals,https://images.sumup.com/img_8E8BFC5EDC47E21050C8699F65,550e8400-e29b-41d4-a716-446655400654
Corona Extra 355g,2.19,45,Beers,https://images.sumup.com/img_0286381C369C1F043B25D7F053,550e8400-e29b-41d4-a716-446655400655
Smirnoff Vodka 700g,18.99,48,Spirits,https://images.sumup.com/img_62B45597B9E9FFD63D6D36E17C,550e8400-e29b-41d4-a716-446655400656
PG Tips Tea Bags 80g,2.99,45,Coffee • Tea,https://images.sumup.com/img_A3FE915F04AE63E4E23CA46995,550e8400-e29b-41d4-a716-446655400657
Marmite Original 250g,3.49,23,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400658
Kellogg's Frosties 500g,3.49,3,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400659
Glenfiddich 12 Year Old 700g,34.99,21,Spirits,https://images.sumup.com/img_607E82DA02C35C0CAD04828DD8,550e8400-e29b-41d4-a716-446655400660
TRS Red Lentils 2kg,6.99,32,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400661
Marmite Original 250g,3.49,11,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400662
Rajah Curry Powder 100g,2.19,4,Spices • Seasonings,https://images.sumup.com/img_FCBB17E3505B9A72603E42C294,550e8400-e29b-41d4-a716-446655400663
Schwartz Paprika 30g,1.99,15,Spices • Seasonings,https://images.sumup.com/img_317A6B2A46D6CCC8840D411C83,550e8400-e29b-41d4-a716-446655400664
Jammie Dodgers 140g,1.29,50,Biscuits • Cookies,https://images.sumup.com/img_79B1634D55050DC91C67FEB979,550e8400-e29b-41d4-a716-446655400665
Haldiram's Aloo Bhujia 200g,2.79,47,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400666
Yeo Valley Natural Yogurt 500g,2.49,30,Cheese • Dairy,https://images.sumup.com/img_97B0A00CB9E8F5532D355CC2D7,550e8400-e29b-41d4-a716-446655400667
Lucozade Energy Original 500g,1.69,31,Energy Drinks,https://images.sumup.com/img_E81F410AB2A0C5E24E3DD2F6A5,550e8400-e29b-41d4-a716-446655400668
Kettle Chips Mature Cheddar 150g,2.19,3,Crisps • Snacks,https://images.sumup.com/img_E1CC3C3F5728AF2D3BC4C6A077,550e8400-e29b-41d4-a716-446655400669
Tia Maria Coffee Liqueur 700g,15.99,6,Liqueurs,https://images.sumup.com/img_3C839E4C2A9A8CD557CCF67656,550e8400-e29b-41d4-a716-446655400670
Douwe Egberts Pure Gold 95g,5.49,19,Coffee • Tea,https://images.sumup.com/img_5983F61B3F26282ED13BE0F788,550e8400-e29b-41d4-a716-446655400671
Laila Basmati Rice 2kg,5.99,43,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400672
Tetley Tea Bags 80g,2.79,14,Coffee • Tea,https://images.sumup.com/img_25F8AC222BAE5B6D03247DEF61,550e8400-e29b-41d4-a716-446655400673
Comfort Fabric Conditioner 1260ml,4.99,34,Household,https://images.sumup.com/img_AC57B5EC52BF86E972DE0374A4,550e8400-e29b-41d4-a716-446655400674
Malibu Caribbean Rum 700g,15.99,23,Liqueurs,https://images.sumup.com/img_6B7694FFCE42A6CDF71C207CB0,550e8400-e29b-41d4-a716-446655400675
Heinz Mayonnaise 400g,2.79,11,Condiments • Sauces,https://images.sumup.com/img_8A3B1217782659840F5D127A14,550e8400-e29b-41d4-a716-446655400676
Andrex Gentle Clean Toilet Tissue 9ml,5.99,23,Household,https://images.sumup.com/img_EFFC136A550944AB68636C97BE,550e8400-e29b-41d4-a716-446655400677
Vimto Original 500g,1.19,13,Soft Drinks • Water • Shakes,https://images.sumup.com/img_36C455DA42CC82F8E223B687A4,550e8400-e29b-41d4-a716-446655400678
Lurpak Butter 250g,3.79,4,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400679
